text,favorited,created,statusSource,retweetCount,,,
RT @starsandstripes: South Korean military forces received “much help” from U.S. troops to get nearly 400 Afghans out of Kabul. https://t.c…,FALSE,26-08-2021 09:44,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",5,,,
"RT @WSJ: The Treasury Department has green lighted sending aid to Afghanistan, easing fears that sanctions on the Taliban could worsen the…",FALSE,26-08-2021 09:44,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",9,,,
“Music will be banned in Afghanistan” – Taliban leader confirms https://t.co/WCO2axWN7J,FALSE,26-08-2021 09:44,"<a href=\http://publicize.wp.com/\"" rel=\""nofollow\"">WordPress.com</a>""",0,,,
RT @AskAnshul: 1. Protests across Rajasthan's Jaisalmer against the Alladin Khan Memorial Cricket tournament because a team named 'Taliban…,FALSE,26-08-2021 09:44,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",1242,,,
RT @hammersmikey: @GBNEWS Surely Afghanistan was on the red list (for many reasons!) when she chose to go there ... &amp; am sure the Taliban…,FALSE,26-08-2021 09:44,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",2,,,
"RT @DerbyChrisW: In Tony Greenstein's latest blog he says, \keeping Afghanistan unstable serves the interests of Western imperialism\"".",,,,,,,
,,,,,,,
"htt…""",FALSE,26-08-2021 09:44,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",67,,,
RT @Nikhilreturns: Around 70 to 80 Afghan Hindus and Sikhs don't mind staying in Taliban ruled Afghanistan but won't go to Modi's India. Sa…,FALSE,26-08-2021 09:44,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",56,,,
"RT @XHNews: In 10 days, Taliban seized from 1st provincial city to Kabul.
20 years of \American democracy\"" in #Afghanistan totally failed.…""",FALSE,26-08-2021 09:44,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",37,,,
RT @BreeNewsome: We’re watching the collapse of the USA. It’s not really a question of what the govt does to improve things b/c we’re alrea…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",116,,,
"RT @IngrahamAngle: American bloodshed: 

12 US service members killed in Kabul airport explosion

https://t.co/6XbQAIeJVj",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",93,,,
RT @SeanMcCarthyCom: Daesh is a known CIA proxy. The bombers had inside knowledge which allowed them to avoid Taliban checkpoints. As if on…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",39,,,
@TJSeraphim @charliekirk11 How the fuck are crazy boomers in Congress have anything to do with American federal gov… https://t.co/APkTv3CpLV,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
"RT @praveenswami: ISIS-did-it is simple, linear and comfortable. There’s a less elegant tale, too, worth thinking over: Fed up with the exo…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",5,,,
"RT @worqas: With this ISIS-K attack at Kabul Airport, it should be remembered that Indian govt in collusion with prev Afghan govt propped u…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",89,,,
RT @TyrieGeoff: Funny how British/American intelligence had no idea how quickly the Taliban would take over Afghanistan but know almost to…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",109,,,
"RT @hpfelter: $85 billion of American military hardware, 75,000 vehicles
6000,000 small arms and light weapons. The #Taliban now has more…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",123,,,
"RT @NH_India: Not only have objectives of #Afghan operations remained unrealised, the forsaken people of ‘Islamic Emirate of Afghanistan’ a…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",1,,,
RT @wikileaks: NATO forces in #Afghanistan used \special forces 'black unit', Task Force 373,0,1.43E+18,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",NA,NA,
@SCPatriotSC The suicide bomber got past the Taliban check point <U+0001F621> the same Taliban that released ISIL-K from Afgha… https://t.co/aXe7rzEYkG,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @CNN: JUST IN: At least 12 members of the US military were killed and at least 15 more were injured in the attack at Kabul's airport, Ge…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",51,,,
"RT @Christo41978344: Those saying   #BidenIsACoward should reflect on the fact that Trump got 5,000 Taliban prisoners released, and handed…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",3,,,
"RT @ReaganBattalion: If John had children in Afghanistan would he be okay with the US relying on the Taliban to protect them? 

Hell no, he…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",1,,,
"RT @JoyAnnReid: Pretty rich for a guy who silently worked for the guy who cut a deal with the Taliban that freed 5,000 enemy fighters inclu…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",392,,,
"RT @duty2warn: The gaslighting and projection never stops. Kevin McCarthy said “Why aren't they protecting the border from those 5,000 pris…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",1854,,,
Their plan all along in Afghanistan is to give the Taliban billions of dollars for the hostages and make Joe a hero… https://t.co/fWQK9Izmyb,FALSE,26-08-2021 19:17,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",0,,,
RT @zacklowet: @itsJeffTiedrich I remember when he surrendered Syria and Kurds to Assad and Putin. And then Afghanistan to Taliban.,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",4,,,
@drboycewatkins1 I’m torn between wondering if it’s better the white supremacist focus so much time and resources o… https://t.co/BVtQ0Ib9Vm,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
What? I don’t know what to say. via @NYTimes https://t.co/h0y8P8Xwzl,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
RT @bkum2000: Important that we engage with #Taliban 2.0 or whomsoever is in control of #Afghanistan with position of strength. Comments ar…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",1,,,
"RT @khalid_pk: Video via Afghan Media: Daesh/ISIS fighters rescued, evacuated from Northern Afghanistan before they could be captured or ki…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",25,,,
How are you feeling as Canada marks the end of its evacuation efforts in Afghanistan? How concerned are you for the… https://t.co/ZANabxRjID,FALSE,26-08-2021 19:17,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",0,,,
Today we are thinking of the American service members who were killed in the line of duty in Kabul. Please join our… https://t.co/7RBBwyr7zk,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
@letsallstop1234 @Johnsmi27733857 @JoJoFromJerz @EliseStefanik They were meeting with the Taliban because they knew… https://t.co/xZY5xD06Mf,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @JoyAnnReid: Pretty rich for a guy who silently worked for the guy who cut a deal with the Taliban that freed 5,000 enemy fighters inclu…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",392,,,
@SpaceforceT @8baller888 @C_Brown215 @kayleighmcenany These provisions were nothing but a paper shield that the Tal… https://t.co/wM11bbG9YN,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
"RT @cnni: JUST IN: At least 12 members of the US military were killed and at least 15 more were injured in the attack at Kabul's airport, G…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",32,,,
"RT @cnni: JUST IN: At least 12 members of the US military were killed and at least 15 more were injured in the attack at Kabul's airport, G…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",32,,,
"RT @CNN: JUST IN: At least 12 members of the US military were killed and at least 15 more were injured in the attack at Kabul's airport, Ge…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",51,,,
"RT @davidfrawleyved: Once a Hindu ruled kingdom full of temples, now Hindus are not safe to live under the Taliban. A lone Hindu pujari rem…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",288,,,
"RT @Beard_Vet: Afghanistan update Per Micheal Yon:
3 Battalions still on the ground
No planes have flown in today
CIA is running BS stories…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",514,,,
"RT @Muskrat__: Yes, the Taliban will do a fine job of protecting Americans left in Afghanistan from ISIS.",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",4,,,
"RT @DailyCaller: REPORT: CIA, US Military Conduct Missions To Get Americans Out Of Afghanistan https://t.co/ixlzdeSxsM",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",6,,,
RT @indianarmy08: #Taliban–ISIL conflict in #Afghanistan https://t.co/ss8DQC4sHF,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",3,,,
"#Afghanistan 20 years on...

CENTCOM: 

“We will continue to coordinate\ with #Taliban pulling security around the… https://t.co/4YiQsaphZN""",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
RT @Cleveland_Fan99: If you don’t think this woulda been the best way to take care of the Taliban you should be sent to live In Afghanistan…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",75,,,
"RT @HabibKhanT: The so called ISK is a new Pakistani proxy. First, there were the Mujahideen, then the Taliban and now the Islamic State. A…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",185,,,
@R_Luke_1908 @jaketapper @JoeBiden BLAME 45 FOR THIS HE TURNED OVER AFGHANISTAN TO THE TALIBAN. IT'S NOT PRESIDENT… https://t.co/Xhq2Z0enVP,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
"RT @RiegerReport: Marine Gen. Kenneth F. McKenzie, commander of U.S. Central Command:

-Two ISIS suicide bombers detonated bombs outside th…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",9,,,
All these Generals running different branches of the military will go down as losing in Afghanistan to the Taliban.,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
RT @ChattJazz: .@glennkirschner2 .@MalcolmNance .@B52Malmet .@CheriJacobus Throwing red meat to his incredibly stupid base Lyndsey Graham c…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",396,,,
RT @DrDenaGrayson: Why aren’t more people talking about the fact that @mikepompeo helped negotiate Trump’s Taliban deal in 2020 and is the…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",1758,,,
RT @fispahani: Theterrorists the US have been negotiating with don’t have control over #Afghanistan? The terrorists we ignored the civilian…,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",1,,,
RT @RoxanaBahar1: The butchers of Afghanistan sitting comfortably in Pakistan want the West to engage with their killers sent to murder Afg…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",22,,,
RT @nytimes: The American service members who were killed in the explosions outside the Kabul airport appear to be the first American servi…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",160,,,
A recent editorial in an IS newsletter claimed that the #Taliban takeover of Afghanistan was a US-backed conspiracy… https://t.co/xtOobtP0hy,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
@WhiteHouse @POTUS How much equipment did you leave for the Taliban in Afghanistan? What strategy for leaving do yo… https://t.co/tx2HTGYfEu,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
The attacks in Afghanistan will continue long after the US is gone because the Afganies couldn’t hold off the talib… https://t.co/HQzcVgF7Yc,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
The Doha Agreement between US and Taliban no harm would come to US from Afghanistan.  12 Marines just died along wi… https://t.co/uzqzE6q0Am,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
RT @TurnerSA3: @GOPChairwoman \Freed from jail with the help of Donald Trump/ @mikepompeo: Mullah Abdul Ghani Baradar," next head of Afghani…""",NA,NA,MaryLeeDee2,NA,,
"RT @moniconga: @Lawrence @bakerjjw Or Rumsfeld:
The Taliban tried to surrender in December 2001. Donald Rumsfeld said no.
https://t.co/R5jr…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",10,,,
"Why ISIS-K poses a significant security threat in Afghanistan as civilians, troops attempt to flee | CBC News https://t.co/BmrHLDnLzU",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
RT @BreeNewsome: We’re watching the collapse of the USA. It’s not really a question of what the govt does to improve things b/c we’re alrea…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",116,,,
"RT @wikileaks: \Nothing about western intervention in #Afghanistan has been as it was portrayed. Those deceptions long predate the invasion…""",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",303,,,
"RT @FrontBurnerCBC: Today, the harrowing story of a doctor in hiding from the Taliban, and his Canadian wife, who are urgently trying to es…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",13,,,
@makiza2 @DanielsCongress Lol soley on Biden and Harris.  Don't you think maybe I don't know the Taliban should hav… https://t.co/tWhYLfa5qX,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
"RT @MeidasTouch: Kevin McCarthy is whining that 5,000 Taliban prisoners were released in Afghanistan. Maybe he should take it up with the g…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",6088,,,
"RT @FiveRights: Why didn't Biden destroy the US weapons?
Who benefits from his deliberate inaction?
The Taliban gets power.
China gets base…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",26,,,
"@DazGrey3 @BBCBreakfast That was with the Afghan Government not the Taliban. Trump went directly to the Taliban, kn… https://t.co/0CEg2oZdkS",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @NAOfficeAhmadM: #BREAKING 
By this hour, The 2nd round of negotiations took place.
After the Kabul airport terror attack, #AhmadMassoud…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",34,,,
RT @JLJones48: \They speak in a slow whisper," a sense of despair.\"" https://t.co/lrjuKivbzL""",NA,NA,JLJones48,NA,,
RT @aaolomi: The Taliban are the ugly offspring of the Cold War who came to power in the 90's as a result of US and Soviet meddling in Afgh…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",6204,,,
"RT @777DEAN777: A “Third”  explosionn has been reported near Kabul,Afghanistan Airport....Reportedly a Taliban vehicle was targeted and exp…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",15,,,
"RT @peterbakernyt: Yesterday, a day before the explosion, US Marines who manned Abbey Gate had already been briefed on the potential of a s…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",625,,,
"RT @CNN: JUST IN: At least 12 members of the US military were killed and at least 15 more were injured in the attack at Kabul's airport, Ge…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",51,,,
"RT @ZaleskiLuke: trump made the decision to leave Afghanistan, Pompeo signed the surrender pact, both forced the release of 5000 Taliban wh…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",213,,,
"RT @cliffordlevy: LATEST: 12 U.S. service members were killed in the terrorist attacks at the Kabul airport.
It was the 2nd-deadliest Ameri…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",20,,,
"RT @fulelo: Interesting points raised by @BBCSanaSafi  covering the Kabul airport blast:
'The vacuum in Kabul... the Taliban in Kabul are n…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",14,,,
Horrifying. Death toll in #Kabul #HKIA terrorist attack now up to 12 US service members and many more Afghanis. Cat… https://t.co/HUUdlXmVsF,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
RT @SeanParnellUSA: All of the horror we are seeing right now in Afghanistan is on @JoeBiden. The panicked surrender. The absurdity of rely…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",4370,,,
"RT @Jasleen_Kaur11: Explosion in Abbey gate Kabul airport. 
The victims are more than 50 people, Watch the video. #Kabul #Afghanistan #Tali…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",18,,,
"RT @MiamiGlitterGrl: BIDEN LAST WEEK: \Any attack on our forces or disruption of our operations at the airport will be met with swift and f…""",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",1,,,
RT @worldonalert: The bloodiest day for US forces in Afghanistan is the 5th August 2011 when Taliban shot down a Chinook military helicopte…,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",8,,,
"#eye for an #eye , #Taliban , #ISIS_K , #Afghanistan , they're all the same. There is only one solution, bury all and let God sort them out",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
"RT @washingtonpost: 12 U.S. service members killed in terrorist attack outside Kabul airport, U.S. official says https://t.co/SVVx8H5DLV",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",68,,,
"RT @Steve_Flesch: Joe Biden is a spineless, worthless, soulless coward. He’s nowhere to be seen while leaving Americans stranded in Afghani…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",9,,,
"RT @IndiaToday: Kabul evacuations should continue after 'horrific terrorist attack': NATO chief
Read latest updates: https://t.co/QbIyxiMi7…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",7,,,
"@SullyDNP @Acyn Not sure US were in Middle East to 'save' them, Iraq or Afghanistan, more to protect yourselves, to… https://t.co/sjQyfkTFSS",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
"OBAMA helps create ISIS/ISIL 
Trump Negotiates exit with Taliban, ending the war. 
Biden is Elected 
OBAMA's, ISIS… https://t.co/YZtpffyyjR",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
RT @Helper37216548: Every country's is busy with their own problems so don't expect @UN to call for a peaceful #Referendum without Physical…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",18,,,
"RT @Nervana_1: Listening to #Islamists suggesting that most Afghans, with the exception of * traitors* welcome #Taliban, makes my blood boi…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",1,,,
"RT @IngrahamAngle: American bloodshed: 

12 US service members killed in Kabul airport explosion

https://t.co/6XbQAIeJVj",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",93,,,
\They speak in a slow whisper," a sense of despair.\"" https://t.co/lrjuKivbzL""",NA,NA,JLJones48,NA,,
"RT @HStarshot: Ending a war in Afghanistan and safely evacuating over 100,000 people is not a clusterfuck. 

Blame the Taliban for violence…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",475,,,
via @NYTimes horrible #war https://t.co/qOydSe4TgJ,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @KazmiWajahat: Pentagon says there are threats of more attacks and explosions by ISIS looming in Kabul.

#Kabul #KabulAirport #Taliban #…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",9,,,
"RT @AIiizzath: Fourth and fifth explosions being reported in Kabul.
This is heading towards a massive situation.

At least 80 people killed…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",3,,,
"RT @ArjunKU711: #BREAKING 

6th blast reported outside Kabul airport. Fatalities yet to be reported.
 #Afghanistan.
#Taliban #Kabul_Airport…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",5,,,
"RT @BobBenzen: Canada's failure to evacuate all its citizens &amp; allies falls squarely on Trudeau, who for months rejected Conservatives' dem…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",4,,,
RT @tedfrank: @ElevatdElephant @Cernovich The Taliban freed the ISIS people in prison in Afghanistan.,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",43,,,
"@JackPosobiec Today, I learned that the fabled Camp David meeting with the Taliban never happened. It was called of… https://t.co/X0mOy5uni8",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",0,,,
@WOTB07 Just imagine if Taliban were not supported by Pakistan.  Today Afghanistan would have been a peaceful and progressive country,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
"RT @PuestoLoco: @Lawrence Great op/ed by an Afghan General –
8/25/21– “[F]ormer President <U+0001D64F><U+0001D667><U+0001D66A><U+0001D662><U+0001D665>’<U+0001D668> February 2020 peace <U+0001D659><U+0001D65A><U+0001D656><U+0001D661> with the Taliban…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",27,,,
@ChristopherHahn @DonLew87 Haha no bro. No one is rooting for the Taliban. This whole thing in Afghanistan is an un… https://t.co/QLfAVVpQok,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"HOW on earth did G.I. JOE confuse withdrawing from Afghanistan with SURRENDERING to the TALIBAN?  O.M.G. 
   COURT MARTIAL HIM",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
RT @MuellerSheWrote: Four United States Marines are dead. ISIS-K has known since trump inked a deal with the Taliban that the US was going…,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",291,,,
"12 US service members killed in Kabul airport explosion, officials say: LIVE UPDATES https://t.co/HZUSDq4XfN… https://t.co/pxtZGOkVYY",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
"RT @davidptarrant: When the history of the Justin Trudeau era is written, I hope it includes a chapter on how he spent more effort helping…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",514,,,
"RT @davidfrawleyved: Once a Hindu ruled kingdom full of temples, now Hindus are not safe to live under the Taliban. A lone Hindu pujari rem…",FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",288,,,
"RT @GeneralBrnovich: Please keep American soldiers, citizens and innocent Afghan lives at the Kabul airport in your prayers. https://t.co/5…",FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",13,,,
@AllEyezOnHuc93 Taliban is taking over Afghanistan. They have extremist values and it’s a direct threat to women an… https://t.co/QqMui2DaN7,FALSE,26-08-2021 19:17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
#AfghanistanCrisis #Afghanistan #taliban #TalibanTerror #KabulAiport #AfghanistanBurning #JoeBiden #America #Kabul… https://t.co/NN12BwbEbp,FALSE,26-08-2021 19:17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
