text,favorited,created,statusSource,retweetCount,,,
RT @greta: I hope after August 31 (Pres Biden’s deadline) that the Taliban will find the decency to let people who want to leave Afghanista…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",28,,,
"RT @calxandr: \'I think there has to be an understanding internationally that the Taliban couldn't succeed like this without Pakistani back…""",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",333,,,
"RT @JRubinBlogger: Perfect example of media hysteria. The \giving names\"" to the Taliban is false. How many retweeted"," wrote column on evide…""",NA,NA,cindyfine12,NA,,
"@HawleyMO To impeach we would the following people to testify.
CIA head William Burns on why he released a Taliban… https://t.co/MwCpDwURJa",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
RT @GordonGChang: Talking about #China supporting the #Taliban on the @WinterbleShow at 1:20 ET. You can hear the conversation on @wbtradio…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",31,,,
"Breaking news
The United States has indicated it will recognize the #Taliban government The United States is discus… https://t.co/szWmOzZFPh",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
"RT @HillelNeuer: Massive rally now of social justice activists in front of the United Nations Human Rights Council calling to boycott, dive…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",259,,,
"RT @BookerSparticus: So, our President meets with Putin and gives him 16 very important targets not to target. Then he gives the Taliban a…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",853,,,
RT @JerryDunleavy: NEW: @StateDeptSpox Ned Price claims the Taliban &amp; Haqqani Network are “separate entities.” This is insane &amp; shows how B…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",87,,,
"RT @KenRoth: As the US military departs Afghanistan, the CIA is ramping up its presence. In the past, \raids by CIA-trained Afghan units ki…""",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",23,,,
"RT @ZaleskiLuke: trump made the decision to leave Afghanistan, Pompeo signed the surrender pact, both forced the release of 5000 Taliban wh…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",50,,,
"RT @JRubinBlogger: Perfect example of media hysteria. The \giving names\"" to the Taliban is false. How many retweeted"," wrote column on evide…""",NA,NA,hailey_zoesdad,NA,,
"RT @cnnbrk: The US has conducted an airstrike in Afghanistan against a planner for terrorist group ISIS-K, according to a US Central Comman…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",621,,,
RT @DaveAtherton20: Taliban spokesman Zabihullah Mujahid @Zabehulah_M33 yes he has a Twitter account unlike Donald Trump warned that women…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",15,,,
White House CAN'T guarantee getting all stranded Americans out of Afghanistan: Psaki says 500 want to leave but hin… https://t.co/5xVJrvrukD,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @cnnbrk: The US has conducted an airstrike in Afghanistan against a planner for terrorist group ISIS-K, according to a US Central Comman…",FALSE,28-08-2021 03:30,"<a href=\http://klingerf.com\"" rel=\""nofollow\"">@klingerf_rt</a>""",621,,,
RT @TheRickyDavila: If you’re more angry with President Biden for doing what’s necessary to leave Afghanistan instead of Taliban and ISIS-K…,FALSE,28-08-2021 03:30,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",173,,,
"RT @TimesNow: 'Islamists' takeover #Afghanistan: 1st terror caliphate corp – ISIS, Taliban, Al-Qaeda, LeT plan global expansion. J&amp;K, Syria…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",4,,,
"RT @ElginCharles: I'm old enough to remember that Donald Trump spent 4 yrs promising to end the war in Afghanistan, but NEVER did!

Instead…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",231,,,
"RT @PamAqua2017: Service dogs in trouble at #KabulAiport - need space in cargo hold. Taliban may cut off noses of bomb-sniffing dogs
#Afgha…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",7,,,
RT @AsYouNotWish: Two Republican lawmakers call on Biden to recognise Amrullah Saleh and Ahmad Massoud as the rightful government represent…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",120,,,
RT @CNNPolitics: First lady Jill Biden pens an open letter to military families in the wake of Thursday’s attack in Afghanistan https://t.c…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",132,,,
"@brithume Shouldn't TRUMP have evacuated US citizens, Afghan translators &amp; allies during the 11 months between 2/29… https://t.co/qsyFkJGQMI",FALSE,28-08-2021 03:30,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
RT @TheRickyDavila: If you’re more angry with President Biden for doing what’s necessary to leave Afghanistan instead of Taliban and ISIS-K…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",173,,,
RT @MSNBC: \Kevin McCarthy is so freaking hypocritical. While Donald Trump was moseying up to the Taliban ... Kevin McCarthy said nothing,"\""…""",NA,NA,DeliaMacD1,NA,,
"RT @BookerSparticus: So, our President meets with Putin and gives him 16 very important targets not to target. Then he gives the Taliban a…",FALSE,28-08-2021 03:30,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",853,,,
"RT @ACLJ: The Taliban is hunting down Christians. After Pres. Biden abandoned Christians in Afghanistan, it’s imperative that we take actio…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",27,,,
"RT @laurenboebert: Jen Psaki reiterated again that the Biden regime doesn’t trust the Taliban, yet they handed over a list of the names of…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",1721,,,
"RT @Chellaney: With a terrorist regime in charge of Afghanistan, U.S. has been left to draw specious distinctions between \good\"" terrorists…""",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",212,,,
"RT @PattyArquette: @HawleyMO Guess who negotiated this shitty deal? Trump and Pompeo. Guess who let out 5,000 Taliban despite the Afghanist…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",739,,,
"RT @cnnbrk: The US has conducted an airstrike in Afghanistan against a planner for terrorist group ISIS-K, according to a US Central Comman…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",621,,,
RT @washingtonpost: U.S. military carries out drone strike on Islamic State in Afghanistan https://t.co/TE4Z6QLCvp,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",138,,,
"RT @AnTheFacts: Taliban Buys Hunter Biden Painting For Presidential Palace..

After a long week conquering Afghanistan, the Taliban has tak…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",5,,,
RT @NewIndianXpress: Russia-based American analyst Andrew Korybko said the ISIS-K claiming responsibility for the #KabulAttack is alarming…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",2,,,
"RT @JRubinBlogger: Perfect example of media hysteria. The \giving names\"" to the Taliban is false. How many retweeted"," wrote column on evide…""",NA,NA,nobmbmwsoulbro,NA,,
"RT @laurenboebert: Jen Psaki reiterated again that the Biden regime doesn’t trust the Taliban, yet they handed over a list of the names of…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",1721,,,
RT @loudthorpe: @KimberlyGB6 @59tampasparty90 @nathaliejacoby1 Afghan pullout resulted in fewer American casualties than Trump's MAGA terro…,FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",12,,,
"Afghanistan-Taliban Crisis Highlights: At Least 85 Killed In Kabul Blasts, Joe Biden Warns Bombers – NDTV https://t.co/7iLD7vgm4q",FALSE,28-08-2021 03:30,"<a href=\http://publicize.wp.com/\"" rel=\""nofollow\"">WordPress.com</a>""",0,,,
"RT @ZaleskiLuke: trump made the decision to leave Afghanistan, Pompeo signed the surrender pact, both forced the release of 5000 Taliban wh…",FALSE,28-08-2021 03:30,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",50,,,
US Central Command Commander General Kenneth McKenzie said that the US expects more attacks against over the next f… https://t.co/V5qgksUXwl,FALSE,28-08-2021 03:30,"<a href=\https://social.zoho.com\"" rel=\""nofollow\"">Zoho Social</a>""",0,,,
"With the Taliban's lightning capture of Afghanistan, Indian govt has come out with an 'emergency e-visa' to fast-tr… https://t.co/OfS8kQwJ0C",FALSE,28-08-2021 03:30,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
#AfghanistanCrisis | ISIS-K 'planner' killed in drone strike; US asks nationals to leave Kabul Airport gates 'immed… https://t.co/IxlrybmMKL,FALSE,28-08-2021 03:30,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",0,,,
The Kabul Airport Attack was a rude awakening to the obvious reality that the civil war in Afghanistan may be far f… https://t.co/TbH6VfES9L,FALSE,28-08-2021 03:30,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",1,,,
"RT @pennstatetom: Afghan refugees arrive to Dulles International Airport on Friday, August 27, 2021, after fleeing Afghanistan as it fell t…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",461,,,
@SaeedPK0092 @vjblll @BreakingNews I'm saying we went to war with Afghanistan and Iraq in response to the 9/11 atta… https://t.co/P91xvbNw0K,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
@hessel424 @RepAndyBiggsAZ What was Trump’s plan for Afghanistan withdrawal when he met with the Taliban?  Nothing.… https://t.co/LPFuB0kOdz,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
RT @TheNationalNews: Taliban reportedly have access to $85 billion worth of US military equipment and more Black Hawk helicopters than 85%…,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",174,,,
RT @db491865: @Angry_Staffer Do you think the Taliban is going to remain the dominant faction in Afghanistan long term?,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",11,,,
"RT @REZAphotography: #Afghanistan, #Panjchir Valley
Portrait of @AhmadMassoud01 in the Mounjahideen council office, older brother of five s…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",25,,,
"RT @svdate: If you don't like that the Taliban are back in control of Afghanistan, maybe the time to raise objections was back before the p…",FALSE,28-08-2021 03:29,"<a href=\https://tapbots.com/software/tweetbot/mac\"" rel=\""nofollow\"">Tweetbot for Mac</a>""",3405,,,
"RT @ShivAroor: 2001: Al Qaeda attacks US
|
2001: Taliban protects Al Qaeda
|
2001: US enters Afghanistan
|
2001-20: Taliban &amp; AQ kill &lt;2300…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",1242,,,
RT @Salem_Statesman: Afghanistan latest: Pentagon says US drone strike kills ISIS-K planner one day after Kabul airport bombing https://t.c…,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",1,,,
"I'll buy her a one way ticket to Afghanistan and she can pledge allegiance to her pride flags there.
She can, also,… https://t.co/0dTuLwPygk",FALSE,28-08-2021 03:29,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
FINALLY WE STAND UP!! https://t.co/QL3eAytp0x,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @MomMomHolt: POMPEO, Trump's SOS who negotiated the deal with the Taliban in the first place, is now denouncing it. He had the audacity…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",37,,,
"RT @afghanupdates1: #BREAKING  
The United States has indicated it will recognize the Taliban government
The United States is discussing th…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",2,,,
"RT @tmart16: #joebiden LIES to #America, AGAIN!
- ELECTIONS HAVE CONSEQUENCES - THESE ARE THE RESULTS! #DoBetter 
- #Afghanistan #Kabul #Ai…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",2,,,
This late night pinned tweet by #Afghanistan Acting President #AmrullahSaleh indicates not much headway in talks be… https://t.co/VlMqVqVPhq,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
"RT @WalidPhares: For the record, this is the acting Pres of #Afghanistan, #AmrullahSaleh, who served as elected
VP since Feb 2020. The Gove…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",34,,,
"RT @newsmax: Opinion: Biden Fails on Afghanistan, Shifts Blame, Leaves Americans Vulnerable https://t.co/94Yjv6Bux4",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",165,,,
"RT @Femi_Sorry: Luckily for the Taliban, all they have to do is keep any atrocities out of the news for a month or two, and then the world…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",497,,,
"RT @cnnbrk: The US has conducted an airstrike in Afghanistan against a planner for terrorist group ISIS-K, according to a US Central Comman…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",621,,,
RT @TheRickyDavila: If you’re more angry with President Biden for doing what’s necessary to leave Afghanistan instead of Taliban and ISIS-K…,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",173,,,
"RT @laurenboebert: Jen Psaki reiterated again that the Biden regime doesn’t trust the Taliban, yet they handed over a list of the names of…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",1721,,,
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,28-08-2021 03:29,"<a href=\http://tweepsmap.com\"" rel=\""nofollow\"">Tweepsmap</a>""",11218,,,
"RT @WSJ: From @WSJopinion: Freedom is always worth fighting for, and plenty of dark forces like the Soviets have foundered in the end, even…",FALSE,28-08-2021 03:29,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",23,,,
Afghanistan-Taliban Crisis LIVE Updates: US Drone Strike Targets ISIS “Planner” In Afghanistan: Pentagon https://t.co/PftKNN9inr,FALSE,28-08-2021 03:29,"<a href=\http://publicize.wp.com/\"" rel=\""nofollow\"">WordPress.com</a>""",0,,,
"RT @W0lverineupdate: #Taliban terrorists called people who holding government vehicles, other equipment, supplies, weapons and ammunition i…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",4,,,
"RT @AtlanticCouncil: They represent the vanguard of an effort to open the hearts and minds of their compatriots—and now, as the Taliban ste…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",14,,,
RT @spectatorindex: BREAKING: The Taliban now control all major cities in Afghanistan with the exception of the capital Kabul,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",2592,,,
RT @AlinejadMasih: In New York<U+060C> we are holding photos of our real selves before dress code imposition in #Iran &amp; #Afghanistan to protest no…,FALSE,28-08-2021 03:29,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",1084,,,
@dwnews Its an empry gesture to those that gave their lives in Afghanistan &amp; died in Kabul Airport bombing + those… https://t.co/TVWkT4KreA,FALSE,28-08-2021 03:29,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
"RT @Consermovement: Does anyone else question the coincidence that as soon as Joe Biden gives the Taliban control of Afghanistan, suddenly…",FALSE,28-08-2021 03:29,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",57,,,
RT @freep: Afghanistan latest: Pentagon says US drone strike kills ISIS-K planner one day after Kabul airport bombing https://t.co/J8rH1Pvz…,FALSE,28-08-2021 03:29,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",1,,,
"RT @2021_free: ‘We Will Not Forgive,’ Biden Says, Vowing Retaliation for Kabul Attack <U+0001F1FA><U+0001F1F8> 

https://t.co/XKQ6pBsh0D

#FreshVoicesRise #DemVo…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",1,,,
RT @JerryDunleavy: NEW: @StateDeptSpox Ned Price claims the Taliban &amp; Haqqani Network are “separate entities.” This is insane &amp; shows how B…,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",87,,,
RT @washingtonpost: U.S. military carries out drone strike on Islamic State in Afghanistan https://t.co/TE4Z6QLCvp,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",138,,,
"RT @MeetBabariya8: Afghanistan GDP: $20B
US military equipment captured by Taliban: $85B
#KabulAttack #Kabul",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",14,,,
"RT @pennstatetom: Afghan refugees arrive to Dulles International Airport on Friday, August 27, 2021, after fleeing Afghanistan as it fell t…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",461,,,
"RT @JRubinBlogger: Perfect example of media hysteria. The \giving names\"" to the Taliban is false. How many retweeted"," wrote column on evide…""",NA,NA,cus_si,NA,,
"Look at this news article from The Daily Caller: REPORT: The Taliban Is Hunting Down, Killing Afghans Using Biometr… https://t.co/34iao0c4aJ",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
5 myths: Pakistan controls the Taliban; the Taliban fragments easily; has a plan to run the country; will bring bac… https://t.co/wS8sVRgiMF,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @pennstatetom: Afghan refugees arrive to Dulles International Airport on Friday, August 27, 2021, after fleeing Afghanistan as it fell t…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",461,,,
"RT @REZAphotography: Afghanistan, Tree of life
Here, a man runs his prayer beads between his fingers, murmuring his devotions as a group of…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",11,,,
"RT @pennstatetom: Afghan refugees arrive to Dulles International Airport on Friday, August 27, 2021, after fleeing Afghanistan as it fell t…",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",461,,,
RT @TheRickyDavila: If you’re more angry with President Biden for doing what’s necessary to leave Afghanistan instead of Taliban and ISIS-K…,FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",173,,,
RT @CNNPolitics: First lady Jill Biden pens an open letter to military families in the wake of Thursday’s attack in Afghanistan https://t.c…,FALSE,28-08-2021 03:29,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",132,,,
"Taliban now has access to $85 billion of American military equipment' | via @telegraph https://t.co/0E4KyqnS9W
If T… https://t.co/laAjFAW16m",FALSE,28-08-2021 03:29,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
Afghanistan-Taliban Crisis LIVE Updates: US Drone Strike Targets ISIS “Planner” In Afghanistan: Pentagon https://t.co/CD45lJaOEC,FALSE,28-08-2021 03:28,"<a href=\http://publicize.wp.com/\"" rel=\""nofollow\"">WordPress.com</a>""",0,,,
"RT @cnnbrk: The US has conducted an airstrike in Afghanistan against a planner for terrorist group ISIS-K, according to a US Central Comman…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",621,,,
RT @ALBERTTGOINS1: Anybody know if DJT wrote Mr. Biden the traditional note to the incoming Chief Executive...? Explaining a specific chall…,FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",1,,,
RT @LinaRozbih: ISIS n #Afghanistan isn't same ISIS n Iraq or Syria. ISIS n Afghanistan is consisted of former Taliban militants. There is…,FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",30,,,
"RT @cnnbrk: The US has conducted an airstrike in Afghanistan against a planner for terrorist group ISIS-K, according to a US Central Comman…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",621,,,
"RT @BookerSparticus: So, our President meets with Putin and gives him 16 very important targets not to target. Then he gives the Taliban a…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",853,,,
"RT @abdsayedd: As feared, the so-called Islamic State Khurasan Province (ISKP) claimed today's devastating attack killing a dozen US soldie…",FALSE,28-08-2021 03:28,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",61,,,
"@SpeakerPelosi @SenSchumer DO NOT FALL FOR GOP BENGHAZI TRAP. YOU WANT ANSWERS ON #Afghanistan, SUBPOENA… https://t.co/coY6eMWu5E",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"‘We Will Not Forgive,’ Biden Says, Vowing Retaliation for Kabul Attack <U+0001F1FA><U+0001F1F8> 

https://t.co/XKQ6pBsh0D… https://t.co/IYvUnkpjLs",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",1,,,
"RT @cnnbrk: The US has conducted an airstrike in Afghanistan against a planner for terrorist group ISIS-K, according to a US Central Comman…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",621,,,
"RT @ashoswai: In 2000, under the previous Taliban rule, female labor force participation in Afghanistan was 15.1%. In 2019, it had increase…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",528,,,
RT @SunilRVarghese: We are running out of time; we need an extension. The airlift is not synching with ground logistics. People can't get i…,FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",78,,,
"RT @AirPowerAsia: Around 3,000 to 4,000 Afghan citizens, who supported the US and allied forces during their war with Taliban, will be give…",FALSE,28-08-2021 03:28,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",5,,,
RT @NCRegister: “I am requesting your urgent prayers to Our Lady of Sorrows on behalf of these workers. This is just 1 tragedy of many that…,FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",30,,,
Professore don't venture into such aspects. Today what we have in Afghanistan is a strong force of indigenous freed… https://t.co/AXfGLxjs8X,FALSE,28-08-2021 03:28,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",0,,,
"RT @NikkeiAsia: CHINA's TALIBAN CALCULATION | ECONOMIC ASSISTANCE FOR STABILITY

China's response to the Taliban's takeover of Afghanistan…",FALSE,28-08-2021 03:28,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",1,,,
"RT @DonaldJTrumpJr: To the Americans left stranded in Taliban controlled Afghanistan: Rest easy, Joe Biden assembled the most diverse cabin…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",6453,,,
"Update

Afghanistan

ISIL-K claim responsiblity for the ‘Suicide Bombers’

Killed

110 People
13 US Personnel 
28 Taliban",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",0,,,
"RT @AZGOP: The terror in #Afghanistan heightens as former Afghan President, Hamid Karzai, and the \Butcher of Kabul\""", Gulbuddin Hekmatyar,0,1.43E+18,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",NA,NA,
"RT @jihadwatchRS: Idiots: Now That the Taliban Are In Power, UK Government Doubles Humanitarian Aid to Afghanistan https://t.co/h9u16xuStt…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",129,,,
"RT @chefjoseandres: Meet Nadia Ghulam! As an Afghan refugee herself,she knows how brutal life is for women under the Taliban—Her story of d…",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",292,,,
"First you abandon them to die and now air strikes.... What's the point

#AfghanistanDisaster

https://t.co/ehN7OjQ4Az",FALSE,28-08-2021 03:28,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",0,,,
